Zeit;Kanal A
(ms);(mV)

-20,26666584;2,03924700
-20,26166584;2,40957200
-20,25666584;2,03924700
-20,25166584;2,96628900
-20,24666584;2,40957200
-20,24166584;2,40957200
-20,23666584;2,03924700
-20,23166584;2,03924700
-20,22666584;0,74126480
-20,22166584;0,55610230
-20,21666584;0,00000000
-20,21166584;0,37032480
-20,20666584;0,00000000
-20,20166584;-0,37032480
-20,19666584;-0,37032480
-20,19166584;-0,18516240
-20,18666584;-0,37032480
-20,18166584;0,74126480
-20,17666584;0,92642710
-20,17166584;1,48314500
-20,16666584;0,74126480
-20,16166584;1,66830700
-20,15666584;2,03924700
-20,15166584;2,40957200
-20,14666584;2,40957200
-20,14166584;2,03924700
-20,13666584;2,40957200
-20,13166584;2,40957200
-20,12666584;3,52239200
-20,12166584;2,78051200
-20,11666584;2,59534900
-20,11166584;3,52239200
-20,10666584;2,96628900
-20,10166584;2,96628900
-20,09666584;2,96628900
-20,09166584;2,96628900
-20,08666584;3,70755400
-20,08166584;3,33661400
-20,07666584;4,26365700
-20,07166584;3,52239200
-20,06666584;3,89271600
-20,06166584;3,33661400
-20,05666584;4,07849400
-20,05166584;3,33661400
-20,04666584;2,78051200
-20,04166584;2,59534900
-20,03666584;2,03924700
-20,03166584;1,48314500
-20,02666584;1,85346900
-20,02166584;1,66830700
-20,01666584;0,55610230
-20,01166584;0,74126480
-20,00666584;1,11220500
-20,00166584;1,11220500
-19,99666584;0,55610230
-19,99166585;0,92642710
-19,98666585;0,55610230
-19,98166585;0,74126480
-19,97666585;0,74126480
-19,97166585;0,74126480
-19,96666585;0,37032480
-19,96166585;0,18516240
-19,95666585;-0,18516240
-19,95166585;-0,37032480
-19,94666585;0,00000000
-19,94166585;0,00000000
-19,93666585;0,00000000
-19,93166585;0,00000000
-19,92666585;-0,37032480
-19,92166585;0,00000000
-19,91666585;-0,55610230
-19,91166585;-0,37032480
-19,90666585;-0,74126480
-19,90166585;0,00000000
-19,89666585;-0,18516240
-19,89166585;0,55610230
-19,88666585;0,00000000
-19,88166585;-0,18516240
-19,87666585;-0,55610230
-19,87166585;0,18516240
-19,86666585;0,37032480
-19,86166585;0,00000000
-19,85666585;-0,37032480
-19,85166585;-0,37032480
-19,84666585;-0,37032480
-19,84166585;-0,37032480
-19,83666585;-0,18516240
-19,83166585;-0,18516240
-19,82666585;0,18516240
-19,82166585;0,18516240
